UtcTime,User,Computer,EventID,Image,CommandLine,SourceIp,DestinationIp,SourcePort,DestinationPortName
2025-11-20 10:57:42,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:58:31,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 10:58:42,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:59:28,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:59:56,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:00:18,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:00:21,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.29,67.148.1.1,16725,443
2025-11-20 11:00:35,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 11:01:28,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.44,59.205.1.1,33507,443
2025-11-20 11:02:51,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:04:05,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.34,121.185.1.1,28850,443
2025-11-20 11:04:31,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:04:41,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:05:13,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:06:34,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:07:04,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:07:22,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 11:07:51,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:07:58,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:08:17,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 11:08:40,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 11:08:47,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 11:09:06,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:09:20,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:09:29,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,86.200.1.1,12806,443
2025-11-20 11:13:41,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.42,118.221.1.1,38504,443
2025-11-20 11:14:18,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.48,32.24.1.1,45094,443
2025-11-20 11:14:19,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:14:24,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:15:24,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:16:34,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.10,25.11.1.1,38691,443
2025-11-20 11:17:08,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:17:35,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.31,150.145.1.1,38021,443
2025-11-20 11:17:38,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:18:01,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:18:35,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:19:33,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.27,116.28.1.1,11299,443
2025-11-20 11:19:35,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.18,20.48.1.1,50856,443
2025-11-20 11:20:06,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:20:16,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:20:17,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.16,106.6.1.1,45172,443
2025-11-20 11:20:43,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.30,76.184.1.1,54482,443
2025-11-20 11:20:56,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:21:09,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:22:01,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:22:05,asmith,WKSTN-102,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 11:22:31,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.49,66.227.1.1,29196,443
2025-11-20 11:22:53,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.41,36.212.1.1,10825,443
2025-11-20 11:23:47,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.46,132.221.1.1,31454,443
2025-11-20 11:24:27,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:24:34,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.14,117.13.1.1,42489,443
2025-11-20 11:24:39,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.16,161.87.1.1,53656,443
2025-11-20 11:26:50,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:27:13,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.15,114.18.1.1,23216,443
2025-11-20 11:28:17,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:28:42,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.24,83.37.1.1,43793,443
2025-11-20 11:30:31,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:30:54,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:31:10,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:31:35,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:32:07,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:33:15,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.22,48.240.1.1,50721,443
2025-11-20 11:33:33,bwayne,WKSTN-103,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 11:33:33,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:35:40,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:36:00,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:36:08,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.26,76.187.1.1,23622,443
2025-11-20 11:36:19,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:36:22,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.42,177.178.1.1,48452,443
2025-11-20 11:37:15,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.16,166.56.1.1,36303,443
2025-11-20 11:37:25,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:38:15,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:39:18,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.36,120.65.1.1,34160,443
2025-11-20 11:39:21,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,124.128.1.1,13427,443
2025-11-20 11:40:52,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:41:17,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 11:42:05,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:42:16,jdoe,WKSTN-101,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 11:42:45,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:43:15,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.38,54.89.1.1,45862,443
2025-11-20 11:44:08,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:45:02,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.21,111.125.1.1,20650,443
2025-11-20 11:45:19,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 11:46:17,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.34,145.71.1.1,58383,443
2025-11-20 11:46:46,jdoe,WKSTN-101,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:47:32,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:47:36,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.21,102.203.1.1,57703,443
2025-11-20 11:48:01,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.23,159.239.1.1,33757,443
2025-11-20 11:48:53,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:49:01,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:49:42,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.50,97.126.1.1,33145,443
2025-11-20 11:50:05,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:51:04,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 11:51:05,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.35,162.5.1.1,38212,443
2025-11-20 11:51:44,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:52:09,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.45,68.71.1.1,41578,443
2025-11-20 11:52:19,jdoe,WKSTN-101,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:53:00,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:53:19,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:53:49,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.31,94.1.1.1,14954,443
2025-11-20 11:54:31,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:54:58,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.38,106.71.1.1,36672,443
2025-11-20 11:55:03,ckent,WKSTN-104,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 11:55:34,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 11:55:51,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,141.251.1.1,53596,443
2025-11-20 11:55:55,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:55:56,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 11:56:50,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.16,103.120.1.1,10777,443
2025-11-20 11:56:57,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.26,13.126.1.1,33771,443
2025-11-20 11:56:59,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 11:57:21,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 11:57:33,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.44,12.81.1.1,28833,443
2025-11-20 11:58:13,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 11:58:30,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 12:00:25,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.37,170.255.1.1,17548,443
2025-11-20 12:00:33,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:00:51,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.37,124.59.1.1,52995,443
2025-11-20 12:01:18,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.49,57.45.1.1,49760,443
2025-11-20 12:01:44,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:02:34,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 12:02:51,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:03:23,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:06:49,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:07:00,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.45,79.18.1.1,44067,443
2025-11-20 12:07:19,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:07:21,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 12:08:19,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:08:20,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:08:27,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:09:40,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:10:14,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:10:24,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.43,144.131.1.1,38740,443
2025-11-20 12:10:25,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:10:42,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:11:27,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.46,96.219.1.1,51392,443
2025-11-20 12:11:44,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 12:11:45,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.42,44.216.1.1,17783,443
2025-11-20 12:12:26,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.48,116.71.1.1,31484,443
2025-11-20 12:12:33,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.37,125.65.1.1,13341,443
2025-11-20 12:12:58,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:13:35,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:14:44,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:15:36,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:16:40,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,29.114.1.1,40746,443
2025-11-20 12:16:57,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.50,34.36.1.1,35209,443
2025-11-20 12:17:05,jdoe,WKSTN-101,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 12:17:17,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,87.133.1.1,49741,443
2025-11-20 12:18:38,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:20:01,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.10,179.243.1.1,23005,443
2025-11-20 12:20:24,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:21:06,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.15,174.49.1.1,13027,443
2025-11-20 12:21:12,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 12:21:44,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.49,132.60.1.1,31679,443
2025-11-20 12:24:09,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:25:20,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.42,48.188.1.1,50660,443
2025-11-20 12:25:33,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.36,161.144.1.1,20992,443
2025-11-20 12:25:44,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.23,15.141.1.1,57069,443
2025-11-20 12:25:55,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:26:04,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 12:26:33,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 12:26:56,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:27:34,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:27:48,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.47,66.28.1.1,32555,443
2025-11-20 12:28:38,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:29:32,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:30:12,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:30:18,jdoe,WKSTN-101,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 12:30:23,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:30:40,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:30:57,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 12:31:10,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:32:09,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.16,190.218.1.1,16511,443
2025-11-20 12:34:37,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:34:56,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:35:12,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.18,73.26.1.1,56310,443
2025-11-20 12:35:20,jdoe,WKSTN-101,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 12:35:22,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.14,197.205.1.1,28669,443
2025-11-20 12:36:19,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 12:36:50,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 12:37:18,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.36,141.233.1.1,28957,443
2025-11-20 12:37:19,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 12:37:46,jdoe,WKSTN-101,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 12:37:48,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:38:30,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:38:43,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.41,34.183.1.1,40333,443
2025-11-20 12:38:53,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.18,53.48.1.1,25913,443
2025-11-20 12:39:22,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:40:53,bwayne,WKSTN-103,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 12:42:09,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.46,105.140.1.1,28781,443
2025-11-20 12:42:14,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:43:28,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:44:01,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:45:04,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.30,173.72.1.1,43466,443
2025-11-20 12:47:15,bwayne,WKSTN-103,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 12:47:23,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 12:47:24,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:48:03,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 12:48:04,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.45,76.52.1.1,24854,443
2025-11-20 12:48:40,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.38,107.146.1.1,25456,443
2025-11-20 12:48:51,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 12:49:06,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.19,79.246.1.1,37429,443
2025-11-20 12:50:30,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:51:09,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.25,121.10.1.1,11118,443
2025-11-20 12:52:06,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.10,31.165.1.1,48729,443
2025-11-20 12:53:29,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 12:53:55,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 12:55:38,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 12:55:40,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 12:56:05,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.40,130.242.1.1,10062,443
2025-11-20 12:57:31,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:57:36,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 12:57:47,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 12:57:48,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.45,22.150.1.1,51744,443
2025-11-20 12:58:43,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:58:46,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.21,197.139.1.1,53280,443
2025-11-20 12:58:47,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.47,148.134.1.1,54413,443
2025-11-20 12:58:55,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 12:59:37,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.24,41.64.1.1,30229,443
2025-11-20 13:00:25,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 13:01:20,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.22,21.23.1.1,15955,443
2025-11-20 13:01:35,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 13:01:54,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.43,107.70.1.1,56271,443
2025-11-20 13:02:36,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 13:03:08,jdoe,WKSTN-101,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 13:03:11,asmith,WKSTN-102,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 13:03:27,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 13:03:48,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 13:04:00,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 13:04:08,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 13:04:56,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 13:04:57,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 13:05:09,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 13:05:39,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.34,41.219.1.1,43101,443
2025-11-20 13:05:44,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 13:05:56,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.34,70.99.1.1,34786,443
