Timestamp,Computer,DestinationPortName,EventID,EventRecordID,Execution_ProcessID,Initiated,ProcessId,SourceIsIpv6,SourceIp,SourcePort,DestinationIp,DestinationPort,Protocol,DestinationServiceName,Image,CommandLine,ParentImage,ParentProcessId,ParentCommandLine,User,TargetFilename
2026-05-23 10:10:05,WKSTN-HR-01,0,1,600276,1050,false,6153,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:10:14,SRV-FILE-02,445,3,600284,4,true,4,false,10.0.0.99,59784,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:10:26,WKSTN-HR-01,0,1,600219,1050,false,6564,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:10:33,WKSTN-HR-01,445,3,600287,4,true,4,false,10.0.0.101,55786,10.0.0.99,445,tcp,SMB,System,,,0,,CORP\user-hr-01,
2026-05-23 10:10:54,SRV-DC-01,443,3,600311,3200,true,3200,false,10.0.0.100,56981,65.154.186.224,443,tcp,HTTPS,C:\Program Files\Google\Chrome\Application\chrome.exe,"""chrome.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:10:56,WKSTN-HR-01,80,3,600234,1120,true,1120,false,10.0.0.101,58705,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:10:56,SRV-FILE-02,443,3,600286,3200,true,3200,false,10.0.0.99,60634,82.242.10.50,443,tcp,HTTPS,C:\Program Files\Google\Chrome\Application\chrome.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:11:05,SRV-FILE-02,0,1,600297,1050,false,7091,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:11:24,WKSTN-ENG-03,80,3,600269,1120,true,1120,false,10.0.0.103,59785,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:11:47,WKSTN-HR-01,53,3,600223,1100,true,1100,false,10.0.0.101,53453,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,CORP\user-hr-01,
2026-05-23 10:11:53,WKSTN-ENG-03,0,1,600253,1050,false,8190,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:11:58,SRV-FILE-02,53,3,600257,1100,true,1100,false,10.0.0.99,58679,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:11:59,SRV-DC-01,443,3,600285,3200,true,3200,false,10.0.0.100,55115,73.27.180.73,443,tcp,HTTPS,C:\Program Files\Google\Chrome\Application\chrome.exe,"""chrome.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:12:05,SRV-FILE-02,0,1,600243,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:12:07,WKSTN-HR-01,80,3,600241,1120,true,1120,false,10.0.0.101,56378,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:12:16,WKSTN-ENG-03,0,1,600226,1050,false,6753,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:12:25,WKSTN-FIN-02,443,3,600300,3200,true,3200,false,10.0.0.102,58728,47.57.200.232,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-fin-02,
2026-05-23 10:12:29,WKSTN-ENG-03,445,3,600255,4,true,4,false,10.0.0.103,56305,10.0.0.99,445,tcp,SMB,System,,,0,,CORP\user-eng-03,
2026-05-23 10:13:09,WKSTN-FIN-02,443,3,600264,3200,true,3200,false,10.0.0.102,61455,183.72.218.127,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""chrome.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-fin-02,
2026-05-23 10:13:17,WKSTN-HR-01,443,3,600275,3200,true,3200,false,10.0.0.101,50411,190.31.30.153,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-hr-01,
2026-05-23 10:13:21,WKSTN-HR-01,53,3,600213,1100,true,1100,false,10.0.0.101,64408,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,CORP\user-hr-01,
2026-05-23 10:13:24,SRV-DC-01,443,3,600310,3200,true,3200,false,10.0.0.100,65402,47.43.115.23,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:13:36,WKSTN-FIN-02,80,3,600278,1120,true,1120,false,10.0.0.102,56005,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:13:38,SRV-FILE-02,53,3,600289,1100,true,1100,false,10.0.0.99,52122,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:13:56,WKSTN-FIN-02,53,3,600254,1100,true,1100,false,10.0.0.102,54968,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,CORP\user-fin-02,
2026-05-23 10:14:10,SRV-FILE-02,80,3,600216,1120,true,1120,false,10.0.0.99,49405,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:14:14,SRV-DC-01,80,3,600258,1120,true,1120,false,10.0.0.100,54121,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:14:14,WKSTN-HR-01,0,1,600317,1050,false,6250,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:14:15,SRV-FILE-02,53,3,600265,1100,true,1100,false,10.0.0.99,50007,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:14:17,WKSTN-ENG-03,443,3,600299,3200,true,3200,false,10.0.0.103,54613,192.67.190.98,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""chrome.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-eng-03,
2026-05-23 10:14:24,WKSTN-FIN-02,445,3,600248,4,true,4,false,10.0.0.102,60318,10.0.0.99,445,tcp,SMB,System,,,0,,CORP\user-fin-02,
2026-05-23 10:14:28,WKSTN-HR-01,0,1,600247,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:14:50,SRV-FILE-02,53,3,600279,1100,true,1100,false,10.0.0.99,54544,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
